Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),
13.41,470.29016,+,2155540.314,,,1,262695.4581,341558.3368,2155540.314,1993989.833,198098.3191,1386381.657,
13.418,309.20578,+,1.182511404E7,,,5,7609557.553,6906969.016,7887928.382,6563599.563,4544423.623,1.182511404E7,
13.424,643.14246,+,1988494.124,,,4,1534854.816,1544092.018,1631389.724,1988494.124,1840700.314,1861242.025,
13.431,229.11981,+,2359296.126,,,1,1788000.913,2359296.126,925561.9691,667552.9048,666844.4641,1268140.003,
13.433,641.26422,+,5312987.031,,,6,4216095.701,4071741.09,4542917.175,5312987.031,5155662.21,5182639.288,
13.45,471.23773,+,2248111.736,,,1,2169301.342,1149822.781,1901258.071,2248111.736,927983.9833,1217825.553,
13.456,567.26837,+,530387.4708,,,1,296233.8551,479435.6082,393704.2598,530387.4708,388020.7684,401029.1008,
13.462,396.311,+,4010414.471,,,2,2779776.786,3310710.366,4010414.471,3807736.359,2695956.891,3248435.94,
13.469,316.19391,+,2354842.022,,,1,616811.4938,603516.094,707112.5486,2354842.022,1209608.003,1168352.501,
13.475,471.15424,+,2819675.112,,,1,2819675.112,2082771.408,1146249.252,1825446.439,2239227.485,1838322.301,
13.481,223.06381,+,2.1996855E8,,,4,3740048.47,5026551.365,8.371963416E7,1.629066075E8,1.708564123E8,2.1996855E8,
13.481,281.05096,+,4.77317693E7,,,4,175735.3318,767923.4633,1.392672109E7,2.342903166E7,2.786805765E7,4.77317693E7,
13.485,337.07489,+,3.0317999E8,,,6,6275915.407,8612504.387,9.988745861E7,1.841651034E8,2.177950769E8,3.0317999E8,
13.485,225.04269,+,1.764286939E7,,,2,4774926.709,798365.7538,5174759.426,1.173157394E7,1.568197376E7,1.764286939E7,
13.485,227.0219,+,6216526.728,,,2,1872585.376,2544475.509,1918091.385,5568449.578,6216526.728,5379848.842,
13.49,381.08203,+,3191156.771,,,4,64139.23935,86087.33365,1085438.418,1529259.557,3172050.772,3191156.771,
13.491,221.15356,+,2.812132742E7,,,5,2.20866787E7,1.997543505E7,2.157612169E7,1.598089932E7,1.860762612E7,2.812132742E7,
13.498,346.13516,+,849971.3347,,,2,89958.03067,120872.6502,416381.1981,642134.2651,350923.6872,849971.3347,
13.517,639.2851,+,3252848.359,,,4,2312644.419,2426793.491,2754803.461,2282937.393,3252848.359,2630172.821,
13.532,414.22757,+,7.519074984E7,,,3,3.874735095E7,4.011408023E7,7.519074984E7,6.112163102E7,5.450910549E7,3.063226482E7,
13.536,357.2785,+,5159667.139,,,3,1296182.378,3056567.902,5159667.139,649342.8024,4861557.437,2918727.76,
13.541,818.58429,+,2265532.605,,,1,1663407.159,1672088.58,2265532.605,1914100.77,1572327.51,1167940.782,
13.543,313.23703,+,1.36093493E7,,,1,5811561.224,5734649.194,6531631.419,1.36093493E7,6968274.824,1.267012786E7,
13.543,561.3172,+,2236918.813,,,3,1051681.412,801870.2595,1364620.76,1450357.08,524911.436,2236918.813,
13.543,440.24045,+,1291463.804,,,1,738087.9783,776414.0488,957028.4723,885346.3944,1291463.804,556116.8882,
13.559,377.22952,+,1320068.139,,,5,905206.1096,913766.7085,1320068.139,1085797.493,839034.6289,1167126.787,
13.576,433.17737,+,1.776141452E8,,,6,1.776141452E8,1.035205956E8,1.189040333E8,1.081971079E8,9.204173942E7,1.03656194E8,
13.581,221.13216,+,8.173005634E7,,,7,7.922857178E7,5.099976059E7,7.84503778E7,6.222611834E7,8.173005634E7,7.269638327E7,
13.581,484.30579,+,1.28107467E7,,,6,1576330.328,1084672.768,1.148804162E7,1.28107467E7,675683.8834,1.009904961E7,
13.585,498.32172,+,9908144.631,,,3,855918.0825,1482813.639,7557787.556,9908144.631,721640.9133,7342838.59,
13.586,405.15927,+,1221270.842,,,1,1221270.842,915874.4312,827365.013,819544.8844,1025338.518,1048219.581,
13.596,460.19641,+,5.178360059E7,,,10,5.178360059E7,4.951338505E7,3.953066885E7,4.548765833E7,4.107663056E7,1.477496352E7,
13.596,514.39508,+,6188169.209,,,1,4562864.211,652985.4743,2978951.417,1965744.171,3098615.468,6188169.209,
13.6,435.1745,+,8.816620191E7,,,1,8.816620191E7,3.553982217E7,8.347286139E7,7.821361685E7,7.467374665E7,8.642347645E7,
13.6,470.29001,+,3441729.685,,,4,585502.246,548892.8921,3068458.117,2172391.256,497002.033,3441729.685,
13.602,331.18777,+,7560788.922,,,1,4111709.785,7560788.922,2004147.967,2625382.337,3480337.731,2532752.77,
13.603,263.12741,+,1.696716115E7,,,4,1.609349509E7,8076936.029,7757838.334,1.696716115E7,1.600118977E7,8316939.984,
13.606,269.24728,+,4.112420221E7,,,2,2.907442662E7,3.251966632E7,4.112420221E7,2.746917284E7,3.014908229E7,3.910601098E7,
13.608,277.11975,+,2890426.086,,,2,2890426.086,1280833.204,1990966.84,2064440.627,2369004.324,2498802.683,
13.623,407.18268,+,1.702674601E7,,,6,1.702674601E7,1.646284106E7,1.229058471E7,1.376412576E7,1.526743673E7,1.365483747E7,
13.626,318.30014,+,2243738.34,,,3,2129613.553,1986404.496,1783072.726,2243738.34,1546789.61,1987060.796,
13.633,561.24805,+,4613150.118,,,1,4301265.915,3475744.667,3944288.71,3938568.424,3678612.898,4613150.118,
13.633,416.30048,+,2453671.576,,,1,776489.1296,733996.4235,1085670.837,1439000.88,1110323.643,2453671.576,
13.636,251.12773,+,8080107.923,,,2,6070685.559,5816743.193,8080107.923,7632235.104,6033017.059,6954400.688,
13.643,672.30676,+,1919698.854,,,2,1359327.425,1673065.526,1690828.111,1919698.854,1686139.422,1424340.301,
13.644,758.2218,+,2295452.994,,,1,1390112.507,1356549.979,420594.2035,2295452.994,746603.4738,1893189.002,
13.645,221.11708,+,2.49582391E7,,,1,1.900069844E7,1.636577351E7,1.911649866E7,2.232603426E7,1.439824901E7,2.49582391E7,
13.646,425.14673,+,2215437.94,,,3,2215437.94,1108875.201,1649874.728,1770315.285,1069125.513,1407482.822,
13.648,431.3158,+,9111721.342,,,3,4560084.486,5483593.991,5598710.572,5935280.657,8674915.09,9111721.342,
13.66,303.15887,+,1047855.917,,,1,680046.682,1047855.917,1017282.105,880746.2716,730736.7309,993448.7225,
13.663,684.37506,+,1873447.917,,,1,1873447.917,1448105.843,1468031.722,1538740.452,1443844.382,1603604.526,
13.668,525.1806,+,1843323.611,,,5,1579708.788,1288656.578,1700903.505,1563795.391,1524114.375,1843323.611,
13.686,492.25162,+,1274877.964,,,1,420636.5428,324343.916,1274877.964,965884.0027,283609.6532,1106079.204,
13.699,372.31082,+,6826826.429,,,6,6405979.68,6202107.315,5656756.991,6808244.83,6439602.241,6826826.429,
13.706,410.3266,+,7541683.61,,,1,5615644.786,5218711.952,7285258.516,7541683.61,4262048.69,5864549.883,
13.709,520.28229,+,8086486.532,,,6,738561.8185,1072105.053,8086486.532,4405877.168,562580.6861,7021050.705,
13.71,520.24597,+,2878478.806,,,4,1834494.662,995082.6609,2878478.806,1562682.509,1229818.368,1905287.03,
13.716,506.26706,+,4548597.882,,,6,882110.9697,679942.9799,4548597.882,2640364.457,516840.0703,3109062.707,
13.717,534.29846,+,7383790.072,,,6,2349833.863,2054001.263,5723631.861,5530549.436,1164331.483,7383790.072,
13.721,371.17862,+,5024205.268,,,3,2342329.67,2156948.936,2583115.594,2625778.265,2330276.03,5024205.268,
13.723,299.10422,+,1395633.562,,,4,1084908.883,952018.9701,1177994.196,1352184.929,1395633.562,1002914.402,
13.729,433.17746,+,3.185776336E8,,,6,2.263528867E8,2.22569402E8,2.219138427E8,2.193746501E8,2.130924457E8,3.185776336E8,
13.742,249.12732,+,6843864.947,,,2,6829467.071,3683805.67,2709868.723,3309301.628,4301042.473,6843864.947,
13.742,463.24402,+,6696534.809,,,2,3379340.2,4436836.907,6696534.809,4364819.81,4597147.197,4219151.775,
13.742,464.21942,+,491568.8614,,,1,163113.3862,62472.00873,430565.7904,342207.5581,69162.08616,491568.8614,
13.766,277.17966,+,7.065510002E7,,,4,2.03301045E7,4.844823211E7,4.017798112E7,7.065510002E7,2.100605141E7,3.696353063E7,
13.779,761.49658,+,2923079.717,,,2,942268.2065,1516185.282,1801386.461,949058.1551,2923079.717,1307728.887,
13.781,369.19946,+,6713209.073,,,2,3975798.237,4899762.653,5453656.211,4055245.772,2494306.88,6713209.073,
13.79,832.59979,+,1278021.286,,,1,1278021.286,1161342.767,1253595.86,1017907.441,1007171.346,1014405.961,
13.807,411.12283,+,648956.8463,,,1,341947.5273,648956.8463,374498.7813,308143.8728,277590.5811,329671.3258,
13.821,437.22943,+,5082618.782,,,1,2796637.394,5082618.782,3794792.91,3647560.517,3434045.064,4665297.637,
13.823,335.17834,+,8252620.395,,,5,7236880.936,7169777.761,8252620.395,5498502.693,5647927.195,7666902.276,
13.826,508.31888,+,2048807.789,,,6,1760002.861,1911305.567,1651129.03,1866162.613,2048807.789,1646357.911,
13.827,503.11349,+,4.004891731E7,,,6,4.004891731E7,3.473135698E7,2.490059018E7,2.476301122E7,2.532454914E7,2.506359103E7,
13.831,422.32666,+,6407376.698,AC 18:3,AC,4,6119037.542,4243215.935,3674846.974,4438621.325,3655412.773,6407376.698,
13.831,330.24591,+,1291113.029,,,1,558703.7291,1125721.862,598042.9754,316375.5084,1291113.029,231386.0545,
13.842,258.27884,+,5525000.672,,,2,4411398.172,5325426.328,4986772.408,4893433.716,4977775.305,5525000.672,
13.849,238.14354,+,4.141395593E7,,,3,2091746.977,1.215724E7,1.612094669E7,2703171.786,2347027.66,4.141395593E7,
13.867,440.24066,+,1377965.531,,,1,1080022.796,1329582.65,1306032.952,979519.0681,1377965.531,838060.0734,
13.869,578.27484,+,3144440.832,,,2,3144440.832,2207309.298,2733625.055,2297252.108,2588511.111,2687260.155,
13.874,335.12546,+,2.415084869E8,,,9,2.318875655E8,2.415084869E8,1.400130529E8,2.060195953E8,1.619508371E8,2.242933642E8,
13.89,586.3374,+,5108794.123,,,7,4374299.79,4006053.579,5000112.439,4538140.571,4269525.524,5108794.123,
13.899,305.23196,+,4041075.018,,,1,2975187.612,2109491.647,2213410.832,1966957.411,4041075.018,2430210.025,
13.905,650.44751,+,4685368.883,,,3,2989711.64,4096064.439,4685368.883,2907443.751,3048769.889,3632796.807,
13.914,314.14633,+,4.342856459E7,,,2,3.96283569E7,3.396257075E7,3.057785127E7,2.318296394E7,3.463612139E7,4.342856459E7,
13.914,572.43689,+,3.540458663E7,,,4,2.456871939E7,2.62153175E7,3.540458663E7,1.869114225E7,2.544075247E7,3.270200626E7,
13.914,642.25946,+,883156.949,,,3,883156.949,849255.4616,608304.7958,589926.742,647867.6172,826411.4407,
13.922,231.17418,+,4439511.079,,,3,3084987.4,4439511.079,2885258.203,2953832.119,4165020.58,2810014.437,
13.923,384.19162,+,2912849.661,,,1,2283926.555,2252515.393,1974891.336,2501344.515,1769850.086,2912849.661,
13.924,761.49701,+,4608725.038,,,4,2338773.432,1516185.282,4608725.038,2672565.347,2923079.717,3281067.284,
13.926,538.03033,+,1787157.022,,,2,1787157.022,1670310.457,1646814.724,1408032.493,1575662.759,1710841.972,
13.934,241.17737,+,6.448292673E8,,,6,5.139803745E8,2.533873775E8,2.017391509E8,6.448292673E8,6.27495136E8,4.430876013E8,
13.942,606.42194,+,1.191319327E7,,,4,9476818.757,1.191319327E7,6286587.019,6898628.503,6941342.436,9025607.566,
13.946,430.31613,+,2.213863525E7,,,1,8367065.272,2.213863525E7,8647298.721,6915816.858,9408990.016,9635564.658,
13.95,305.16812,+,2.11265019E7,,,9,1.510957778E7,2.043426676E7,2.11265019E7,1.40058941E7,1.556170846E7,1.537141383E7,
13.957,329.17245,+,888299.9336,,,1,817499.1309,771543.3602,611981.4501,888299.9336,604718.2873,648164.443,
13.962,876.62531,+,1248354.609,,,1,1118718.681,1078538.555,1248354.609,857986.2034,1010455.592,1108743.777,
13.969,339.20795,+,5565912.839,,,2,5565912.839,3558411.312,2951430.486,2216538.47,3173732.574,2784176.713,
13.988,614.2641,+,1.055401956E7,,,10,7446452.617,8797845.448,8763630.539,9654499.494,9269668.7,1.055401956E7,
13.993,239.14305,+,6.33129503E7,,,6,2.442886299E7,2.633946703E7,2.03077553E7,2.245749551E7,2.562680063E7,6.33129503E7,
13.995,738.31744,+,2394478.44,,,6,2102442.399,1980085.709,2394478.44,1698537.898,1842177.475,2264633.346,
14.001,321.18463,+,763252.0457,,,2,674952.2133,664718.9941,189921.4667,763252.0457,686625.7693,257808.0919,
14.005,528.41058,+,3.82882786E7,,,3,2.842301651E7,2.534763043E7,3.24902621E7,2.282381334E7,2.60417409E7,3.82882786E7,
14.005,417.33658,+,7081659.173,,,3,6491964.86,7081659.173,5193748.474,4133074.898,5609756.721,6109960.145,
14.008,562.39551,+,1.510398954E7,,,6,9951707.756,1.510398954E7,1.234752358E7,1.09640627E7,7440395.353,1.062537675E7,
14.013,313.1434,+,1.962998493E8,,,4,1.531128788E8,8.921104136E7,1.059479101E8,1.132923491E8,1.962998493E8,1.909636177E8,
14.061,419.18262,+,9741375.031,,,6,9741375.031,9614710.268,6242700.7,6324067.595,6576629.999,6906892.171,
14.068,505.1445,+,5904648.376,,,2,5239411.59,3558780.503,3178908.726,5904648.376,4146960.036,3140863.193,
14.072,474.28452,+,1838662.396,,,3,1113566.897,1838662.396,1753750.374,1562790.843,1395412.109,1115290.759,
14.073,518.36865,+,1.24888469E7,,,5,1.055790012E7,8320359.695,1.24888469E7,8438607.955,8956806.676,1.23361853E7,
14.076,484.38428,+,3.684314862E7,,,3,3.535744414E7,2.557474678E7,3.382498399E7,1.90294005E7,3.22828356E7,3.684314862E7,
14.089,459.3656,+,1.328026117E7,,,1,7259314.359,6228951.639,5563767.084,3476755.839,4719284.66,1.328026117E7,
14.099,379.24548,+,1.466578778E7,,,2,6584852.341,7146665.017,1.466578778E7,6951833.794,7538814.441,9365901.582,
14.105,609.30219,+,3112073.868,,,5,3032860.698,3112073.868,2175800.128,2580415.159,2309491.543,2265760.936,
14.106,788.44617,+,2224703.292,,,1,1429075.959,1327495.878,2224703.292,1751579.859,1110532.768,1823667.83,
14.108,502.32916,+,319409.1977,,,2,186299.5689,244202.9012,279241.9673,179616.3008,225044.3615,319409.1977,
14.112,330.20944,+,2.032081176E7,,,4,1.282818732E7,1.168279448E7,1.135471005E7,2.032081176E7,1.124119156E7,1.149870498E7,
14.112,543.32739,+,1.646691432E7,,,3,1.511776997E7,1.612864899E7,1.530449912E7,1.361414183E7,1.600369718E7,1.646691432E7,
14.115,564.30621,+,2442490.35,,,1,2154399.427,2159226.379,1778140.728,1594510.365,2442490.35,1983565.06,
14.121,440.35794,+,5.047874861E7,,,5,1.793876646E7,2.750296616E7,3.159850297E7,2.062502604E7,2.051646728E7,5.047874861E7,
14.127,461.2453,+,1799254.322,,,6,1733876.548,1550318.746,1695586.575,1482797.002,1408602.069,1799254.322,
14.131,356.26166,+,3662740.087,,,1,3023265.234,3241880.767,3097350.687,2556656.045,2636812.431,3662740.087,
14.135,355.22415,+,2990683.958,,,3,2990683.958,1861635.932,2117639.48,2709450.365,2546139.633,2529703.49,
14.145,369.29977,+,868274.3234,,,1,868274.3234,219621.7089,152932.969,133501.9481,53635.38211,71967.8543,
14.149,571.05194,+,887168.0026,,,1,679468.8376,710305.9022,594957.37,887168.0026,846578.362,632985.8589,
14.16,383.20395,+,9312517.593,,,6,6631328.259,4941984.361,9312517.593,8508207.877,7336016.016,7104060.374,
14.161,293.09705,+,4.007327553E7,,,2,4.007327553E7,1.568225062E7,2.578160985E7,1.142107752E7,1.155539213E7,1.75395743E7,
14.17,235.16743,+,2.325070704E7,,,1,2.325070704E7,2.273477066E7,2.123518113E7,2.154208476E7,789654.2365,2.31891906E7,
14.196,456.31052,+,5247366.085,,,1,1113146.242,720712.2102,5247366.085,872030.8851,689291.1859,3971711.19,
14.198,430.31616,+,6629576.599,,,6,6616064.395,5646748.635,6629576.599,4998090.11,5661013.273,6584316.366,
14.199,369.20566,+,2.271979301E7,,,6,2.271979301E7,1.57202962E7,2.243635758E7,2.230002264E7,1.829309531E7,2.106034999E7,
14.207,396.33182,+,3.195561126E7,,,3,1.996744884E7,2.076478535E7,3.059023108E7,2.390176638E7,3.195561126E7,2.736652374E7,
14.211,273.13846,+,3257033.14,,,1,2781223.636,3257033.14,2584750.603,2144430.351,1964876.777,2574929.604,
14.236,542.32123,+,1.309590079E8,LysoPC 20:5,LysoPC,3,1.002593484E8,1.047840772E8,1.258945458E8,1.309590079E8,1.239443281E8,1.154462802E8,
14.238,708.48975,+,8971127.375,,,1,7086834.94,6405732.72,7984797.048,6386985.562,5095124.622,8971127.375,
14.239,399.25046,+,1.012434877E8,,,5,3.840695528E7,4.990556346E7,1.012434877E8,2.052531932E7,3.774323664E7,5.840337211E7,
14.242,570.31934,+,2533863.622,,,5,1460533.571,1371701.633,1692796.222,1667782.278,2533863.622,2045539.207,
14.247,674.50507,+,8902575.224,,,1,8614495.064,7871540.965,6022840.113,5266097.855,6647521.354,8902575.224,
14.256,764.33276,+,1261925.439,,,3,1214008.806,944972.2323,1161200.931,1093224.058,661011.3909,1261925.439,
14.261,490.29047,+,1.237752559E7,,,1,7797087.143,5342965.998,779564.3612,1.237752559E7,8459345.352,1.195971141E7,
14.272,344.22192,+,5131300.923,,,3,5131300.923,657233.336,1012969.125,2373373.412,3620206.34,1022686.036,
14.275,419.23459,+,846102.2473,,,2,571708.1655,529442.2127,603373.4167,488196.0207,816963.6702,846102.2473,
14.278,335.27905,+,2.400948044E7,,,5,2.400948044E7,1.861948193E7,1.612252035E7,2.099503074E7,1.6418149E7,1.578799064E7,
14.278,417.33633,+,3111594.17,,,2,2699223.428,2142861.285,2879150.072,3111594.17,2721745.868,3062734.854,
14.28,249.11182,+,3566863.465,,,2,1457895.737,2139766.529,2245649.49,3061017.673,3566863.465,166958.7267,
14.291,426.13721,+,878539.3542,,,1,785726.4553,160529.0579,691851.9554,878539.3542,172720.4172,355096.1549,
14.294,500.27686,+,6318216.331,LysoPE 20:5,LysoPE,5,6318216.331,5960127.67,5440675.284,4152716.905,4692192.629,6080845.868,
14.294,275.10641,+,5106934.976,,,1,1995799.387,2637380.528,2068880.362,1973811.671,5106934.976,1788400.769,
14.295,398.32654,+,2.975029031E7,AC 16:1,AC,7,2.491447945E7,2.392832368E7,2.975029031E7,2.946888016E7,2.507825834E7,2.70810516E7,
14.298,386.28973,+,2459232.211,,,2,2459232.211,1984251.374,2184423.84,1792118.02,1513117.103,2139712.058,
14.3,564.31189,+,3037569.285,,,1,865718.5134,3037569.285,1043897.542,1863342.368,853607.1313,2336156.081,
14.301,656.31171,+,1.630921444E7,,,6,1.285010695E7,1.45840831E7,1.497680219E7,1.513786451E7,1.591789841E7,1.630921444E7,
14.301,780.36353,+,1255039.553,,,4,1255039.553,1097986.286,806347.2653,1066133.503,857792.197,1138840.242,
14.301,535.31439,+,1168042.799,,,2,1138732.609,1103602.82,1168042.799,1080443.244,670687.3558,749284.4136,
14.31,499.30139,+,1119019.869,,,1,702789.7636,1037641.312,878122.6067,848911.4218,1119019.869,888896.423,
14.314,500.32187,+,1890541.377,,,3,1890541.377,910770.8974,780559.3895,1225802.879,1764587.641,919628.562,
14.315,762.55762,+,1.047285059E7,,,2,6321306.421,8367489.344,1.037902324E7,5943808.455,6347767.342,1.047285059E7,
14.321,355.22427,+,7107955.432,,,4,3742130.355,3935328.343,4759052.058,5300045.119,3944026.23,7107955.432,
14.325,369.20566,+,5.723327686E7,,,6,5.723327686E7,5.406990629E7,4.56839261E7,4.388074447E7,4.591547392E7,4.606433451E7,
14.325,470.3262,+,6167982.445,,,4,1136641.635,1099925.1,6167982.445,1274748.232,1496976.128,5314624.875,
14.326,279.15884,+,1.86242436E8,,,5,9.365239247E7,1.691793593E8,1.658120483E8,1.327298498E8,1.221221505E8,1.86242436E8,
14.327,456.31052,+,1.282814002E7,,,4,2053280.736,2423178.569,1.282814002E7,2027739.497,1851242.366,1.036603386E7,
14.329,456.27441,+,1122826.543,,,2,736821.2802,480436.5337,1122826.543,810417.6668,886046.387,897119.4156,
14.331,442.29517,+,4145672.391,,,3,1297588.636,1284670.061,4021733.688,1064367.18,1501619.03,4145672.391,
14.334,279.17383,+,2923663.809,,,2,2440799.26,2300129.623,2810015.081,2624190.919,2923663.809,2020646.513,
14.338,385.09015,+,589477.9263,,,1,589477.9263,190315.2675,71082.09093,228522.8013,159704.1462,90406.59243,
14.347,642.34265,+,2.054992348E7,,,8,2.054992348E7,1.879867769E7,2.000960978E7,1.860423939E7,1.831205935E7,2.032059372E7,
14.356,570.34045,+,1303274.329,,,1,1083116.356,1029891.112,1268968.715,1303274.329,1198814.547,1231051.416,
14.361,291.25293,+,1.949596109E7,,,1,1.727829147E7,1.949596109E7,9067177.911,9029280.096,1.049513853E7,1.714279099E7,
14.361,588.31714,+,1092042.642,,,5,824423.2927,674322.379,668356.5218,746694.6092,916479.669,1092042.642,
14.366,383.20386,+,9466491.025,,,5,9466491.025,7824611.595,5485103.19,5180860.463,5979099.071,9036073.564,
14.379,253.17715,+,1.907093608E7,,,6,1.443611511E7,9679285.536,1.668896894E7,1.204116467E7,1.23013912E7,1.907093608E7,
14.383,718.53149,+,2.021288126E7,,,3,1.146217173E7,1.214399517E7,1.410640637E7,1.437407872E7,1.500907367E7,2.021288126E7,
14.39,399.25034,+,1.627853843E8,,,7,6.546654877E7,7.220199777E7,1.627853843E8,1.219779593E8,8.61873521E7,9.256207239E7,
14.393,448.34201,+,2766034.512,,,1,2766034.512,2684223.145,2429859.631,2258949.95,2288303.198,2560841.749,
14.398,518.32446,+,2.864748942E8,LysoPC 18:3,LysoPC,1,2.596506141E8,1.78237549E8,2.552649704E8,1.727323921E8,2.391522507E8,2.864748942E8,
14.411,664.46283,+,2.369259018E7,,,8,1.649649155E7,1.743196863E7,1.878960512E7,2.369259018E7,2.348596004E7,2.093850057E7,
14.411,672.30609,+,1.757502718E7,,,6,1.569644809E7,1.49102661E7,1.598786228E7,1.530038811E7,1.604363383E7,1.757502718E7,
14.414,500.27719,+,1.015091933E7,LysoPE 20:5,LysoPE,6,9006630.168,9280113.008,9523753.862,9631332.412,9351157.91,1.015091933E7,
14.414,568.34827,+,1651871.021,LysoPC 22:6,LysoPC,5,1240785.04,1062958.351,1367516.981,1651871.021,1343466.521,1409603.202,
14.418,500.37109,+,3446026.744,,,1,118141.1674,94245.21852,2555586.092,93125.90887,94147.55187,3446026.744,
14.423,468.30832,+,2.537498866E8,LysoPC 14:0,LysoPC,6,2.516282423E8,1.844557999E8,2.537498866E8,2.30070871E8,1.910216607E8,2.247154297E8,
14.425,440.26779,+,1453032.429,,,3,874080.6008,393306.2289,853492.0169,929995.1232,1453032.429,1135348.216,
14.429,500.32187,+,3519939.954,,,6,1890541.377,1712729.422,3255525.189,2166920.876,3519939.954,1764447.031,
14.439,674.50519,+,3.194450728E7,,,6,1.694517423E7,2.152876979E7,2.93353935E7,1.477728675E7,1.994967405E7,3.194450728E7,
